fileid,audiopath,prev,next,time,emotion,transcription
Ses01F_impro04_M003,./IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M003.wav,Ses01F_impro04_F002,Ses01F_impro04_M004,26.9100 - 28.7100,neu,Uh huh.
Ses01F_impro04_M004,./IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M004.wav,Ses01F_impro04_M003,Ses01F_impro04_F003,30.8800 - 35.5225,neu,I'm just saying I have a friend that got a good job on it so I was just recommending it.
Ses01F_impro04_M005,./IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M005.wav,Ses01F_impro04_F003,Ses01F_impro04_F004,37.1900 - 40.5300,neu,He's like a manager for a theatre.
Ses01F_impro04_M006,./IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M006.wav,Ses01F_impro04_F004,Ses01F_impro04_F005,40.5400 - 43.5760,neu,He's like a house manager. Yeah.  It's a good job.
Ses01F_impro04_M007,./IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M007.wav,Ses01F_impro04_F006,Ses01F_impro04_F007,49.3900 - 50.5800,neu,You did?
Ses01F_impro04_M008,./IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M008.wav,Ses01F_impro04_F007,Ses01F_impro04_F008,55.2100 - 56.3300,neu,Yeah.
Ses01F_impro04_M009,./IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M009.wav,Ses01F_impro04_F008,Ses01F_impro04_F009,56.3500 - 59.0245,neu,You've been looking for a job for a long time; that was a long time ago.  Right?
Ses01F_impro04_M010,./IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M010.wav,Ses01F_impro04_F009,Ses01F_impro04_F010,59.8000 - 61.5500,neu,Hmm.
Ses01F_impro04_M011,./IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M011.wav,Ses01F_impro04_F010,Ses01F_impro04_F011,65.9700 - 69.7700,neu,I don't know.  He had a really good resume I guess and--
Ses01F_impro04_M012,./IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M012.wav,Ses01F_impro04_F011,Ses01F_impro04_F012,70.3800 - 72.7264,neu,Yeah.  Do you have a resume?
Ses01F_impro04_M013,./IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M013.wav,Ses01F_impro04_F012,Ses01F_impro04_F013,73.7473 - 77.1500,neu,It's kind of helpful when getting a job.
Ses01F_impro04_M014,./IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M014.wav,Ses01F_impro04_F013,Ses01F_impro04_F014,80.1435 - 87.8100,neu,Well maybe we should sit down some time and you can just tell me all the stuff that you have done and I'll write it out.
Ses01F_impro04_M015,./IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M015.wav,Ses01F_impro04_F015,Ses01F_impro04_F016,92.3700 - 99.2700,neu,"No.  You can- or you can just bring it in person.  But they need, generally, something to see, you know, what kind of what that you've done, what kind of--"
Ses01F_impro04_M016,./IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M016.wav,Ses01F_impro04_F016,Ses01F_impro04_F017,100.4850 - 103.4700,neu,"Yeah.  But the piece of paper helps, too."
Ses01F_impro04_M017,./IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M017.wav,Ses01F_impro04_F017,Ses01F_impro04_F018,104.9700 - 107.7800,neu,"No.  But it has an outline, you know."
Ses01F_impro04_M018,./IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M018.wav,Ses01F_impro04_F018,Ses01F_impro04_F019,111.6600 - 117.7250,neu,"I know.  Okay.  Well, um. Maybe--"
Ses01F_impro04_M019,./IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M019.wav,Ses01F_impro04_F019,Ses01F_impro04_M020,118.4600 - 119.7700,neu,Yeah.
Ses01F_impro04_M020,./IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M020.wav,Ses01F_impro04_M019,Ses01F_impro04_F020,121.5000 - 123.4200,neu,"Okay, yeah.  I would imagine."
Ses01F_impro04_M021,./IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M021.wav,Ses01F_impro04_F020,Ses01F_impro04_F021,129.4300 - 139.1600,neu,"Well, sometimes you have to do things that you don't necessarily like to do to have a job. But the job affords you money, you won't have to be taking the bus right now."
Ses01F_impro04_M022,./IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M022.wav,Ses01F_impro04_F022,Ses01F_impro04_M023,139.5219 - 141.8225,neu,maybe get a car.
Ses01F_impro04_M023,./IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M023.wav,Ses01F_impro04_M022,Ses01F_impro04_F023,144.9125 - 149.5100,neu,"I just, you know, think you should try a little harder maybe."
Ses01F_impro04_M024,./IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M024.wav,Ses01F_impro04_F023,Ses01F_impro04_F024,151.8400 - 154.0300,neu,I didn't say that.
Ses01F_impro04_M025,./IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M025.wav,Ses01F_impro04_F024,Ses01F_impro04_F025,154.6000 - 157.8000,neu,"I am riding the bus, but by choice."
Ses01F_impro04_M026,./IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M026.wav,Ses01F_impro04_F025,Ses01F_impro04_F026,158.9500 - 161.3500,neu,"To save the environment, carpool."
Ses01F_impro04_M027,./IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M027.wav,Ses01F_impro04_F026,Ses01F_impro04_F027,162.1200 - 164.7825,neu,Yes.  One less car at a time.
Ses01F_impro04_M028,./IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M028.wav,Ses01F_impro04_F027,Ses01F_impro04_M029,165.4700 - 166.7100,neu,Mmhmm.
Ses01F_impro04_M029,./IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M029.wav,Ses01F_impro04_M028,Ses01F_impro04_F028,167.0500 - 171.4300,fru,"You know, you don't have to take out your frustration on me, you know, just because..."
Ses01F_impro04_M030,./IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M030.wav,Ses01F_impro04_F028,Ses01F_impro04_F029,171.7500 - 175.2600,fru,...you can't get a job and refuse to have a resume.
Ses01F_impro04_M031,./IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M031.wav,Ses01F_impro04_F029,Ses01F_impro04_F030,178.0033 - 180.8650,neu,I don't think I'm anyone.
Ses01F_impro04_M032,./IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M032.wav,Ses01F_impro04_F030,Ses01F_impro04_F031,182.8200 - 185.5400,neu,I- I-I didn't-- okay.
Ses01F_impro04_M033,./IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M033.wav,Ses01F_impro04_F031,Ses01F_impro04_M034,186.1200 - 187.4625,xxx,What?  No.
Ses01F_impro04_M034,./IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M034.wav,Ses01F_impro04_M033,Ses01F_impro04_F032,188.0100 - 190.7100,fru,What? Oh.  So now you're...
Ses01F_impro04_M035,./IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M035.wav,Ses01F_impro04_F032,Ses01F_impro04_F033,191.2800 - 195.1300,fru,you know what?  You don't have to take your anger and your hurt out on me.
Ses01F_impro04_M036,./IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M036.wav,Ses01F_impro04_F033,,200.2150 - 202.0825,xxx,Why not?
Ses01M_script01_1_F000,./IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F000.wav,,Ses01M_script01_1_M000,8.0600 - 11.5914,fru,What he's going to say?
Ses01M_script01_1_F001,./IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F001.wav,Ses01M_script01_1_M000,Ses01M_script01_1_M001,14.4000 - 16.6181,sur,When?
Ses01M_script01_1_F002,./IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F002.wav,Ses01M_script01_1_M001,Ses01M_script01_1_M002,19.2815 - 23.9200,sur,How could he see it?  I was the first one up and he was still in bed.
Ses01M_script01_1_F003,./IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F003.wav,Ses01M_script01_1_M002,Ses01M_script01_1_M003,29.3349 - 33.2000,sur,What was he doing here at four in the morning?
Ses01M_script01_1_F004,./IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F004.wav,Ses01M_script01_1_M003,Ses01M_script01_1_M004,39.7634 - 42.1267,sad,Did you talk to him?
Ses01M_script01_1_F005,./IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F005.wav,Ses01M_script01_1_M004,Ses01M_script01_1_M005,47.3034 - 50.4170,sad,Cried hard?
Ses01M_script01_1_F006,./IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F006.wav,Ses01M_script01_1_M005,Ses01M_script01_1_F007,56.6816 - 58.8948,sad,[BREATHING]
Ses01M_script01_1_F007,./IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F007.wav,Ses01M_script01_1_F006,Ses01M_script01_1_M006,59.1300 - 62.7211,fru,What is he doing out here at that hour?
Ses01M_script01_1_F008,./IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F008.wav,Ses01M_script01_1_M006,Ses01M_script01_1_M007,64.2400 - 69.2483,ang,"He's dreaming about him again, walking the streets."
Ses01M_script01_1_F009,./IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F009.wav,Ses01M_script01_1_M007,Ses01M_script01_1_M008,72.3725 - 77.4625,xxx,It's getting to be just like after he died.  What is the meaning of that?
Ses01M_script01_1_F010,./IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F010.wav,Ses01M_script01_1_M008,Ses01M_script01_1_M009,81.8100 - 84.0400,sur,What?
Ses01M_script01_1_F011,./IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F011.wav,Ses01M_script01_1_M009,Ses01M_script01_1_M010,91.9059 - 95.3200,ang,What do you mean a mistake?
Ses01M_script01_1_F012,./IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F012.wav,Ses01M_script01_1_M010,Ses01M_script01_1_M011,105.8606 - 108.8100,fru,"What do you want to do, argue with him?"
Ses01M_script01_1_F013,./IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F013.wav,Ses01M_script01_1_M011,Ses01M_script01_1_M012,118.3898 - 120.8400,xxx,You can't say that to him.
Ses01M_script01_1_F014,./IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F014.wav,Ses01M_script01_1_M012,Ses01M_script01_1_M013,122.4600 - 128.7433,ang,"What, can you prove it?  What proof do you have?  Can you prove it?"
Ses01M_script01_1_F015,./IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F015.wav,Ses01M_script01_1_M013,Ses01M_script01_1_M014,134.6600 - 145.9650,ang,"To you it is, to me it is.  But to your father?  You can talk yourself 'til you're blue in the face but there's was no grave and there is no body.  So where are you?"
Ses01M_script01_1_F016,./IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F016.wav,Ses01M_script01_1_M014,Ses01M_script01_1_M015,149.0800 - 155.9500,ang,The trouble is those god damn news papers.  Every month some boy comes back missing longer then Larry so--
Ses01M_script01_1_F017,./IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F017.wav,Ses01M_script01_1_M015,Ses01M_script01_1_M016,166.3800 - 168.4175,ang,Why?
Ses01M_script01_1_F018,./IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F018.wav,Ses01M_script01_1_M016,Ses01M_script01_1_M017,170.0400 - 174.8088,xxx,"Well, I've got an idea but what's the story?"
Ses01M_script01_1_F019,./IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F019.wav,Ses01M_script01_1_M017,Ses01M_script01_1_M018,179.6100 - 183.7800,fru,"Well, that's only your business, Chris."
Ses01M_script01_1_F020,./IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F020.wav,Ses01M_script01_1_M018,Ses01M_script01_1_M019,185.1200 - 188.7900,ang,"Well, what do you want me to do?  You're old enough known your own business."
Ses01M_script01_1_F021,./IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F021.wav,Ses01M_script01_1_M019,Ses01M_script01_1_M020,189.8700 - 192.8600,xxx,You want to make sure that your father's not going to...
Ses01M_script01_1_F022,./IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F022.wav,Ses01M_script01_1_M020,Ses01M_script01_1_F023,194.2750 - 196.5900,fru,I'm just saying.
Ses01M_script01_1_F023,./IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F023.wav,Ses01M_script01_1_F022,Ses01M_script01_1_M021,204.2938 - 212.0300,ang,I'm sorry.  I ignore what I've got to ignore. That girl is Larry's girl.
Ses01M_script01_1_F024,./IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F024.wav,Ses01M_script01_1_M021,Ses01M_script01_1_M022,213.1000 - 226.1500,ang,"From father's point of view he is not dead and you have no right to take his girl.  I'm just saying that you can go on from there if you know where to go but I'm saying I don't know where to go.  See, I don't know."
Ses01M_script01_1_F025,./IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F025.wav,Ses01M_script01_1_M022,Ses01M_script01_1_M023,240.5600 - 244.1900,neu,You're a considerate fellow.  There's nothing wrong in that.
Ses01M_script01_1_F026,./IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F026.wav,Ses01M_script01_1_M023,Ses01M_script01_1_M024,247.1332 - 251.1095,neu,Did you ask Annie yet?
Ses01M_script01_1_F027,./IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F027.wav,Ses01M_script01_1_M024,Ses01M_script01_1_M025,253.5400 - 258.8275,fru,"Well, how do you know she's going to marry you?  Maybe she feels same way your father does."
Ses01M_script01_1_F028,./IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F028.wav,Ses01M_script01_1_M025,Ses01M_script01_1_M026,268.7405 - 274.2300,fru,"The trouble is you don't see enough women, you never did."
Ses01M_script01_1_F029,./IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F029.wav,Ses01M_script01_1_M026,Ses01M_script01_1_M027,278.1000 - 281.2100,ang,I don't see why it has to be Annie.
Ses01M_script01_1_F030,./IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F030.wav,Ses01M_script01_1_M027,Ses01M_script01_1_M028,281.5900 - 289.5300,ang,"That's a good answer but it doesn't answer anything.  You haven't seen her since you went away to war, it's been five years."
Ses01M_script01_1_F031,./IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F031.wav,Ses01M_script01_1_M028,Ses01M_script01_1_F032,299.1800 - 308.3500,sad,"He thinks he's coming back, Chris.  You marry that girl you're pronouncing him dead."
Ses01M_script01_1_F032,./IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F032.wav,Ses01M_script01_1_F031,Ses01M_script01_1_M029,308.4800 - 315.0500,ang,"Do you know what that'll do to you, to your father, do you know?  I don't."
Ses01M_script01_1_F033,./IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F033.wav,Ses01M_script01_1_M029,Ses01M_script01_1_M030,321.4200 - 323.4650,xxx,Give it some more thought.
Ses01M_script01_1_F034,./IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F034.wav,Ses01M_script01_1_M031,Ses01M_script01_1_M032,346.5500 - 349.1200,sur,What the hell is this?
Ses01M_script01_1_F035,./IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F035.wav,Ses01M_script01_1_M032,Ses01M_script01_1_M033,352.8800 - 356.2574,ang,Are you crazy?
Ses01M_script01_1_F036,./IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F036.wav,Ses01M_script01_1_M033,Ses01M_script01_1_M034,359.0800 - 364.8550,ang,You have a business here.  I said what the hell is this?
Ses01M_script01_1_F037,./IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F037.wav,Ses01M_script01_1_M034,Ses01M_script01_1_M035,367.5400 - 370.9500,ang,"Oh, must you be inspired."
Ses01M_script01_1_F038,./IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F038.wav,Ses01M_script01_1_M036,Ses01M_script01_1_M037,384.2043 - 389.9700,xxx,You mean to tell me you would leave the business for this.
Ses01M_script01_1_F039,./IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F039.wav,Ses01M_script01_1_M037,Ses01M_script01_1_M038,391.9425 - 394.8650,ang,"Well, you don't want to think like that."
Ses01M_script01_1_F040,./IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F040.wav,Ses01M_script01_1_M038,Ses01M_script01_1_M039,397.1175 - 408.9800,ang,"All right but you don't think like that because what the hell is this all for.  This is all for you, what are we working for Chris? The whole shooting match is for you."
Ses01M_script01_1_F041,./IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F041.wav,Ses01M_script01_1_M040,Ses01M_script01_1_M041,410.0300 - 412.8900,ang,"Well, you don't think like that."
Ses01M_script01_1_F042,./IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F042.wav,Ses01M_script01_1_M041,Ses01M_script01_1_M042,415.0800 - 418.9410,ang,"I don't understand you, do I?"
Ses01M_script01_1_F043,./IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F043.wav,Ses01M_script01_1_M042,,422.8798 - 426.0309,ang,"Well, I can see that."
Ses01M_script01_1_M000,./IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M000.wav,Ses01M_script01_1_F000,Ses01M_script01_1_F001,11.4962 - 14.8175,neu,He saw it.
Ses01M_script01_1_M001,./IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M001.wav,Ses01M_script01_1_F001,Ses01M_script01_1_F002,16.2300 - 19.5441,xxx,He was out here at four this morning.
Ses01M_script01_1_M002,./IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M002.wav,Ses01M_script01_1_F002,Ses01M_script01_1_F003,23.6500 - 29.7850,neu,I was out here at four this morning I heard a crack and I looked out the window and he was standing right over there.
Ses01M_script01_1_M003,./IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M003.wav,Ses01M_script01_1_F003,Ses01M_script01_1_F004,32.9700 - 39.3100,sad,I don't know.  But he went back in the kitchen and he cried.
Ses01M_script01_1_M004,./IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M004.wav,Ses01M_script01_1_F004,Ses01M_script01_1_F005,41.6100 - 46.5800,sad,No.  I figured I'd just let it wait.
Ses01M_script01_1_M005,./IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M005.wav,Ses01M_script01_1_F005,Ses01M_script01_1_F006,50.5400 - 55.6600,sad,"Yeah, I could hear him crying through the floorboards in my room."
